Author1,Author2,PaperId
56728626400,57541450600,85006085494
56728626400,55989706100,85006085494
56728626400,8368580500,85006085494
6507090357,57541450600,85006085494
6507090357,55989706100,85006085494
6507090357,8368580500,85006085494
57541450600,55989706100,85006085494
57541450600,8368580500,85006085494
55989706100,8368580500,85006085494
57541450600,56673643400,85007470569
57541450600,6507090357,84955313916
57541450600,6507090357,84908474515
57541450600,6507090357,84927144609
57541450600,6507090357,84899076098
57541450600,6507090357,80054755770
57541450600,35217690900,80054755770
57541450600,12345301000,80054755770
6507090357,35217690900,80054755770
6507090357,12345301000,80054755770
35217690900,12345301000,80054755770
57976270500,58602846600,85184029623
57976270500,58862796200,85184029623
57976270500,58601192900,85184029623
57976270500,57202499664,85184029623
58602846600,58862796200,85184029623
58602846600,58601192900,85184029623
58602846600,57202499664,85184029623
58862796200,58601192900,85184029623
58862796200,57202499664,85184029623
58601192900,57202499664,85184029623
58782992600,57202499664,85180717661
58782992600,36834263900,85180717661
57202499664,36834263900,85180717661
57982518300,57202499664,85175991750
58684048500,58021019600,85175945151
58684048500,58684208700,85175945151
58684048500,57202499664,85175945151
58021019600,58684208700,85175945151
58021019600,57202499664,85175945151
58684208700,57202499664,85175945151
57876249400,57876818100,85137367581
57876249400,57219009247,85137367581
57876249400,35746975300,85137367581
57876249400,57202499664,85137367581
57876818100,57219009247,85137367581
57876818100,35746975300,85137367581
57876818100,57202499664,85137367581
57219009247,35746975300,85137367581
57219009247,57202499664,85137367581
35746975300,57202499664,85137367581
57216622500,57202499664,85122670149
57216622500,57203089014,85122670149
57216622500,23567387400,85122670149
57216622500,26326390400,85122670149
57202499664,57203089014,85122670149
57202499664,23567387400,85122670149
57202499664,26326390400,85122670149
57203089014,23567387400,85122670149
57203089014,26326390400,85122670149
23567387400,26326390400,85122670149
57202499664,26326390400,85122660970
57202499664,35485001300,85122660970
26326390400,35485001300,85122660970
36834263900,57202499664,85151326273
36834263900,57195584753,85151326273
36834263900,58165709800,85151326273
57202499664,57195584753,85151326273
57202499664,58165709800,85151326273
57195584753,58165709800,85151326273
58166951100,57202499664,85151325777
58166951100,57195584753,85151325777
57202499664,57195584753,85151325777
57983926500,57983459100,85142736640
57983926500,57202499664,85142736640
57983459100,57202499664,85142736640
57944211900,57195584753,85140725572
57944211900,57202499664,85140725572
57195584753,57202499664,85140725572
57200640605,57383818900,85128925812
57200640605,57202499664,85128925812
57383818900,57202499664,85128925812
57383160600,57195584753,85127056253
57383160600,26326390400,85127056253
57383160600,57202499664,85127056253
57195584753,26326390400,85127056253
57195584753,57202499664,85127056253
26326390400,57202499664,85127056253
57486454000,57484999800,85126194923
57486454000,57202499664,85126194923
57484999800,57202499664,85126194923
57485011900,57202499664,85126193052
57485011900,57211907340,85126193052
57485011900,35746975300,85126193052
57202499664,57211907340,85126193052
57202499664,35746975300,85126193052
57211907340,35746975300,85126193052
57348933000,57202499664,85121375825
57216622500,57202499664,85107636364
57216622500,26326390400,85107636364
57202499664,26326390400,85107636364
57192274114,57224956177,85108700079
57192274114,57202499664,85108700079
57192274114,36802472400,85108700079
57192274114,35746975300,85108700079
57224956177,57202499664,85108700079
57224956177,36802472400,85108700079
57224956177,35746975300,85108700079
57202499664,36802472400,85108700079
57202499664,35746975300,85108700079
36802472400,35746975300,85108700079
57383160600,57195584753,85121588563
57383160600,57202499664,85121588563
57195584753,57202499664,85121588563
57202499664,26326390400,85103565316
57202499664,26326390400,85095707593
57202499664,35485001300,85089305672
57202499664,26326390400,85089305672
35485001300,26326390400,85089305672
57202499664,55382750600,85088295237
57202499664,26326390400,85088295237
55382750600,26326390400,85088295237
57202499664,26326390400,85089307469
57202499664,57216622500,85084074212
57202499664,57216615773,85084074212
57202499664,26326390400,85084074212
57216622500,57216615773,85084074212
57216622500,26326390400,85084074212
57216615773,26326390400,85084074212
57202499664,26326390400,85064980928
57202499664,55382750600,85077812600
57202499664,26326390400,85077812600
55382750600,26326390400,85077812600
57202499664,26326390400,85059447427
57202499664,57190841143,85050497152
57202499664,26326390400,85050497152
57202499664,57203089014,85050497152
57190841143,26326390400,85050497152
57190841143,57203089014,85050497152
26326390400,57203089014,85050497152
57202499664,26326390400,85048530545
57202499664,59105287200,85048530545
26326390400,59105287200,85048530545
16644234600,56496710900,85177785504
16644234600,8850768400,85177785504
56496710900,8850768400,85177785504
36834263900,57976270500,85190408646
36834263900,58968212200,85190408646
36834263900,56496710900,85190408646
36834263900,57216323335,85190408646
57976270500,58968212200,85190408646
57976270500,56496710900,85190408646
57976270500,57216323335,85190408646
58968212200,56496710900,85190408646
58968212200,57216323335,85190408646
56496710900,57216323335,85190408646
58684983900,56496710900,85175975430
56496710900,6603898641,85135233304
56496710900,57204767770,85135233304
6603898641,57204767770,85135233304
56496710900,6603898641,85147923090
56496710900,35748396600,85147923090
56496710900,55430510400,85147923090
6603898641,35748396600,85147923090
6603898641,55430510400,85147923090
35748396600,55430510400,85147923090
57192220711,57195584753,85142425450
57192220711,56496710900,85142425450
57195584753,56496710900,85142425450
57189242187,56496710900,85130256324
57189242187,56496710900,85126197209
56496710900,57189242187,85123304464
56496710900,57194055579,85123304464
56496710900,57200384056,85123304464
57189242187,57194055579,85123304464
57189242187,57200384056,85123304464
57194055579,57200384056,85123304464
57189242187,56496710900,85118659496
57189242187,57194055579,85118659496
57189242187,57200384056,85118659496
56496710900,57194055579,85118659496
56496710900,57200384056,85118659496
57194055579,57200384056,85118659496
56496710900,6603898641,85048593501
56496710900,55430510400,85048593501
6603898641,55430510400,85048593501
56496710900,6603898641,85038249932
56496710900,35748396600,85038249932
56496710900,55430510400,85038249932
6603898641,35748396600,85038249932
6603898641,55430510400,85038249932
35748396600,55430510400,85038249932
56496710900,6603898641,85026361140
56496710900,55430510400,85026361140
6603898641,55430510400,85026361140
56496710900,6603898641,85016020257
56496710900,35748396600,85016020257
56496710900,55430510400,85016020257
6603898641,35748396600,85016020257
6603898641,55430510400,85016020257
35748396600,55430510400,85016020257
56496710900,6603898641,85008257152
56496710900,35748396600,85008257152
56496710900,55430510400,85008257152
6603898641,35748396600,85008257152
6603898641,55430510400,85008257152
35748396600,55430510400,85008257152
55837901400,56496710900,84986005324
55837901400,7007101440,84986005324
55837901400,6603898641,84986005324
55837901400,55430510400,84986005324
56496710900,7007101440,84986005324
56496710900,6603898641,84986005324
56496710900,55430510400,84986005324
7007101440,6603898641,84986005324
7007101440,55430510400,84986005324
6603898641,55430510400,84986005324
56496710900,6603898641,84961743290
56496710900,16644234600,84961743290
56496710900,55430510400,84961743290
6603898641,16644234600,84961743290
6603898641,55430510400,84961743290
16644234600,55430510400,84961743290
56496710900,6603898641,84921873479
56496710900,55430510400,84921873479
6603898641,55430510400,84921873479
57976270500,58103023900,85179765045
57976270500,57983459100,85179765045
57976270500,57876818100,85179765045
57976270500,57196051499,85179765045
57976270500,58601192900,85179765045
58103023900,57983459100,85179765045
58103023900,57876818100,85179765045
58103023900,57196051499,85179765045
58103023900,58601192900,85179765045
57983459100,57876818100,85179765045
57983459100,57196051499,85179765045
57983459100,58601192900,85179765045
57876818100,57196051499,85179765045
57876818100,58601192900,85179765045
57196051499,58601192900,85179765045
57196051499,57205606781,85176468136
57196051499,18433937300,85176468136
57196051499,13104854900,85176468136
57196051499,55053598600,85176468136
57196051499,57189843977,85176468136
57205606781,18433937300,85176468136
57205606781,13104854900,85176468136
57205606781,55053598600,85176468136
57205606781,57189843977,85176468136
18433937300,13104854900,85176468136
18433937300,55053598600,85176468136
18433937300,57189843977,85176468136
13104854900,55053598600,85176468136
13104854900,57189843977,85176468136
55053598600,57189843977,85176468136
57028493700,18433937300,85171480744
57028493700,57191271638,85171480744
57028493700,57196051499,85171480744
57028493700,57222259441,85171480744
18433937300,57191271638,85171480744
18433937300,57196051499,85171480744
18433937300,57222259441,85171480744
57191271638,57196051499,85171480744
57191271638,57222259441,85171480744
57196051499,57222259441,85171480744
57196051499,18433937300,85132912978
56949948800,57196051499,85135049986
56949948800,18433937300,85135049986
57196051499,18433937300,85135049986
57196051499,18433937300,85133614838
57196051499,16230372800,85133614838
57196051499,57787747100,85133614838
18433937300,16230372800,85133614838
18433937300,57787747100,85133614838
16230372800,57787747100,85133614838
57196051499,18433937300,85089170148
57196051499,8605223500,85089170148
18433937300,8605223500,85089170148
57196051499,56949948800,85054891996
57196051499,18433937300,85054891996
57196051499,17345281500,85054891996
57196051499,57204190136,85054891996
56949948800,18433937300,85054891996
56949948800,17345281500,85054891996
56949948800,57204190136,85054891996
18433937300,17345281500,85054891996
18433937300,57204190136,85054891996
17345281500,57204190136,85054891996
56949948800,57196051499,85042430386
56949948800,18433937300,85042430386
56949948800,55834961500,85042430386
56949948800,17345281500,85042430386
57196051499,18433937300,85042430386
57196051499,55834961500,85042430386
57196051499,17345281500,85042430386
18433937300,55834961500,85042430386
18433937300,17345281500,85042430386
55834961500,17345281500,85042430386
57196051499,56949948800,85031433055
57196051499,18433937300,85031433055
57196051499,17345281500,85031433055
56949948800,18433937300,85031433055
56949948800,17345281500,85031433055
18433937300,17345281500,85031433055
57203582433,56193613500,85166429934
57203582433,57204610734,85166429934
57203582433,50162178600,85166429934
57203582433,7005435981,85166429934
57203582433,26667704700,85166429934
57203582433,57861200700,85166429934
57203582433,37108511300,85166429934
56193613500,57204610734,85166429934
56193613500,50162178600,85166429934
56193613500,7005435981,85166429934
56193613500,26667704700,85166429934
56193613500,57861200700,85166429934
56193613500,37108511300,85166429934
57204610734,50162178600,85166429934
57204610734,7005435981,85166429934
57204610734,26667704700,85166429934
57204610734,57861200700,85166429934
57204610734,37108511300,85166429934
50162178600,7005435981,85166429934
50162178600,26667704700,85166429934
50162178600,57861200700,85166429934
50162178600,37108511300,85166429934
7005435981,26667704700,85166429934
7005435981,57861200700,85166429934
7005435981,37108511300,85166429934
26667704700,57861200700,85166429934
26667704700,37108511300,85166429934
57861200700,37108511300,85166429934
55101938000,58514458900,85166328931
55101938000,58305220200,85166328931
55101938000,26667704700,85166328931
55101938000,58515361200,85166328931
55101938000,58172457000,85166328931
55101938000,26655275400,85166328931
58514458900,58305220200,85166328931
58514458900,26667704700,85166328931
58514458900,58515361200,85166328931
58514458900,58172457000,85166328931
58514458900,26655275400,85166328931
58305220200,26667704700,85166328931
58305220200,58515361200,85166328931
58305220200,58172457000,85166328931
58305220200,26655275400,85166328931
26667704700,58515361200,85166328931
26667704700,58172457000,85166328931
26667704700,26655275400,85166328931
58515361200,58172457000,85166328931
58515361200,26655275400,85166328931
58172457000,26655275400,85166328931
57226272488,57214756448,85115079233
57226272488,57226291456,85115079233
57226272488,26667704700,85115079233
57226272488,55993755500,85115079233
57214756448,57226291456,85115079233
57214756448,26667704700,85115079233
57214756448,55993755500,85115079233
57226291456,26667704700,85115079233
57226291456,55993755500,85115079233
26667704700,55993755500,85115079233
57374334200,26667704700,85121269568
57374334200,6602635796,85121269568
57374334200,38561901200,85121269568
57374334200,56294575100,85121269568
26667704700,6602635796,85121269568
26667704700,38561901200,85121269568
26667704700,56294575100,85121269568
6602635796,38561901200,85121269568
6602635796,56294575100,85121269568
38561901200,56294575100,85121269568
57226291456,57190854436,85111031807
57226291456,57226272488,85111031807
57226291456,26667704700,85111031807
57226291456,56412028100,85111031807
57226291456,55993755500,85111031807
57190854436,57226272488,85111031807
57190854436,26667704700,85111031807
57190854436,56412028100,85111031807
57190854436,55993755500,85111031807
57226272488,26667704700,85111031807
57226272488,56412028100,85111031807
57226272488,55993755500,85111031807
26667704700,56412028100,85111031807
26667704700,55993755500,85111031807
56412028100,55993755500,85111031807
49863643300,57193546270,85107702076
49863643300,26667704700,85107702076
57193546270,26667704700,85107702076
57220160851,57213772834,85097049656
57220160851,59047653500,85097049656
57220160851,7003480967,85097049656
57220160851,57212218812,85097049656
57220160851,34869168800,85097049656
57220160851,7003330586,85097049656
57220160851,16157484600,85097049656
57220160851,36718936000,85097049656
57220160851,26667704700,85097049656
57220160851,51663627700,85097049656
57213772834,59047653500,85097049656
57213772834,7003480967,85097049656
57213772834,57212218812,85097049656
57213772834,34869168800,85097049656
57213772834,7003330586,85097049656
57213772834,16157484600,85097049656
57213772834,36718936000,85097049656
57213772834,26667704700,85097049656
57213772834,51663627700,85097049656
59047653500,7003480967,85097049656
59047653500,57212218812,85097049656
59047653500,34869168800,85097049656
59047653500,7003330586,85097049656
59047653500,16157484600,85097049656
59047653500,36718936000,85097049656
59047653500,26667704700,85097049656
59047653500,51663627700,85097049656
7003480967,57212218812,85097049656
7003480967,34869168800,85097049656
7003480967,7003330586,85097049656
7003480967,16157484600,85097049656
7003480967,36718936000,85097049656
7003480967,26667704700,85097049656
7003480967,51663627700,85097049656
57212218812,34869168800,85097049656
57212218812,7003330586,85097049656
57212218812,16157484600,85097049656
57212218812,36718936000,85097049656
57212218812,26667704700,85097049656
57212218812,51663627700,85097049656
34869168800,7003330586,85097049656
34869168800,16157484600,85097049656
34869168800,36718936000,85097049656
34869168800,26667704700,85097049656
34869168800,51663627700,85097049656
7003330586,16157484600,85097049656
7003330586,36718936000,85097049656
7003330586,26667704700,85097049656
7003330586,51663627700,85097049656
16157484600,36718936000,85097049656
16157484600,26667704700,85097049656
16157484600,51663627700,85097049656
36718936000,26667704700,85097049656
36718936000,51663627700,85097049656
26667704700,51663627700,85097049656
57226291456,57226272488,85124875159
57226291456,26667704700,85124875159
57226291456,55993755500,85124875159
57226272488,26667704700,85124875159
57226272488,55993755500,85124875159
26667704700,55993755500,85124875159
49863643300,56033080100,85067669968
49863643300,7004511202,85067669968
49863643300,57209412786,85067669968
49863643300,26667704700,85067669968
56033080100,7004511202,85067669968
56033080100,57209412786,85067669968
56033080100,26667704700,85067669968
7004511202,57209412786,85067669968
7004511202,26667704700,85067669968
57209412786,26667704700,85067669968
57208709439,26667704700,85079744231
57208709439,51663627700,85079744231
26667704700,51663627700,85079744231
57201151666,57201153368,85043585807
57201151666,57201151353,85043585807
57201151666,56968164700,85043585807
57201151666,26667704700,85043585807
57201151666,55101938000,85043585807
57201153368,57201151353,85043585807
57201153368,56968164700,85043585807
57201153368,26667704700,85043585807
57201153368,55101938000,85043585807
57201151353,56968164700,85043585807
57201151353,26667704700,85043585807
57201151353,55101938000,85043585807
56968164700,26667704700,85043585807
56968164700,55101938000,85043585807
26667704700,55101938000,85043585807
49863643300,56033971500,84893824397
49863643300,56033551900,84893824397
49863643300,26655275400,84893824397
49863643300,26667704700,84893824397
49863643300,7004511202,84893824397
49863643300,56033080100,84893824397
56033971500,56033551900,84893824397
56033971500,26655275400,84893824397
56033971500,26667704700,84893824397
56033971500,7004511202,84893824397
56033971500,56033080100,84893824397
56033551900,26655275400,84893824397
56033551900,26667704700,84893824397
56033551900,7004511202,84893824397
56033551900,56033080100,84893824397
26655275400,26667704700,84893824397
26655275400,7004511202,84893824397
26655275400,56033080100,84893824397
26667704700,7004511202,84893824397
26667704700,56033080100,84893824397
7004511202,56033080100,84893824397
26667704700,55746787900,84878189239
26667704700,6603651982,84878189239
26667704700,56002674800,84878189239
26667704700,6507870080,84878189239
26667704700,6508093448,84878189239
55746787900,6603651982,84878189239
55746787900,56002674800,84878189239
55746787900,6507870080,84878189239
55746787900,6508093448,84878189239
6603651982,56002674800,84878189239
6603651982,6507870080,84878189239
6603651982,6508093448,84878189239
56002674800,6507870080,84878189239
56002674800,6508093448,84878189239
6507870080,6508093448,84878189239
8643624200,6603651982,67649886835
8643624200,56002674800,67649886835
8643624200,26667704700,67649886835
8643624200,7004690561,67649886835
8643624200,7005908342,67649886835
8643624200,6508093448,67649886835
6603651982,56002674800,67649886835
6603651982,26667704700,67649886835
6603651982,7004690561,67649886835
6603651982,7005908342,67649886835
6603651982,6508093448,67649886835
56002674800,26667704700,67649886835
56002674800,7004690561,67649886835
56002674800,7005908342,67649886835
56002674800,6508093448,67649886835
26667704700,7004690561,67649886835
26667704700,7005908342,67649886835
26667704700,6508093448,67649886835
7004690561,7005908342,67649886835
7004690561,6508093448,67649886835
7005908342,6508093448,67649886835
57263408300,57016899000,85183344144
57263408300,55777088200,85183344144
57263408300,57201444729,85183344144
57263408300,25722313700,85183344144
57263408300,7202571211,85183344144
57263408300,6602346507,85183344144
57263408300,36080821700,85183344144
57016899000,55777088200,85183344144
57016899000,57201444729,85183344144
57016899000,25722313700,85183344144
57016899000,7202571211,85183344144
57016899000,6602346507,85183344144
57016899000,36080821700,85183344144
55777088200,57201444729,85183344144
55777088200,25722313700,85183344144
55777088200,7202571211,85183344144
55777088200,6602346507,85183344144
55777088200,36080821700,85183344144
57201444729,25722313700,85183344144
57201444729,7202571211,85183344144
57201444729,6602346507,85183344144
57201444729,36080821700,85183344144
25722313700,7202571211,85183344144
25722313700,6602346507,85183344144
25722313700,36080821700,85183344144
7202571211,6602346507,85183344144
7202571211,36080821700,85183344144
6602346507,36080821700,85183344144
57745847700,6602530806,85166241171
57745847700,54897956000,85166241171
57745847700,7202571211,85166241171
6602530806,54897956000,85166241171
6602530806,7202571211,85166241171
54897956000,7202571211,85166241171
58405206900,57191408947,85163635156
58405206900,7202571211,85163635156
58405206900,54897956000,85163635156
57191408947,7202571211,85163635156
57191408947,54897956000,85163635156
7202571211,54897956000,85163635156
58178974700,57191367037,85152206403
58178974700,36197925400,85152206403
58178974700,55968766500,85152206403
58178974700,7003777604,85152206403
58178974700,57203761061,85152206403
58178974700,7202571211,85152206403
57191367037,36197925400,85152206403
57191367037,55968766500,85152206403
57191367037,7003777604,85152206403
57191367037,57203761061,85152206403
57191367037,7202571211,85152206403
36197925400,55968766500,85152206403
36197925400,7003777604,85152206403
36197925400,57203761061,85152206403
36197925400,7202571211,85152206403
55968766500,7003777604,85152206403
55968766500,57203761061,85152206403
55968766500,7202571211,85152206403
7003777604,57203761061,85152206403
7003777604,7202571211,85152206403
57203761061,7202571211,85152206403
57904269100,54784002000,85138695494
57904269100,57189729597,85138695494
57904269100,6603163202,85138695494
57904269100,7202571211,85138695494
54784002000,57189729597,85138695494
54784002000,6603163202,85138695494
54784002000,7202571211,85138695494
57189729597,6603163202,85138695494
57189729597,7202571211,85138695494
6603163202,7202571211,85138695494
57845070100,54784002000,85151167849
57845070100,57203761061,85151167849
57845070100,57189729597,85151167849
57845070100,6603163202,85151167849
57845070100,7003777604,85151167849
57845070100,7202571211,85151167849
54784002000,57203761061,85151167849
54784002000,57189729597,85151167849
54784002000,6603163202,85151167849
54784002000,7003777604,85151167849
54784002000,7202571211,85151167849
57203761061,57189729597,85151167849
57203761061,6603163202,85151167849
57203761061,7003777604,85151167849
57203761061,7202571211,85151167849
57189729597,6603163202,85151167849
57189729597,7003777604,85151167849
57189729597,7202571211,85151167849
6603163202,7003777604,85151167849
6603163202,7202571211,85151167849
7003777604,7202571211,85151167849
56228003300,6603874984,85173485095
56228003300,7202571211,85173485095
56228003300,58634239900,85173485095
6603874984,7202571211,85173485095
6603874984,58634239900,85173485095
7202571211,58634239900,85173485095
57215925895,7202571211,85163591010
57215925895,55338178900,85163591010
7202571211,55338178900,85163591010
58353319600,58354638900,85163022794
58353319600,56674216400,85163022794
58353319600,58353319700,85163022794
58353319600,57203761061,85163022794
58353319600,7202571211,85163022794
58354638900,56674216400,85163022794
58354638900,58353319700,85163022794
58354638900,57203761061,85163022794
58354638900,7202571211,85163022794
56674216400,58353319700,85163022794
56674216400,57203761061,85163022794
56674216400,7202571211,85163022794
58353319700,57203761061,85163022794
58353319700,7202571211,85163022794
57203761061,7202571211,85163022794
58064023400,54784002000,85146232350
58064023400,56674216400,85146232350
58064023400,7202571211,85146232350
54784002000,56674216400,85146232350
54784002000,7202571211,85146232350
56674216400,7202571211,85146232350
57803405400,7202848155,85135950534
57803405400,57803674000,85135950534
57803405400,7202571211,85135950534
57803405400,55580762000,85135950534
7202848155,57803674000,85135950534
7202848155,7202571211,85135950534
7202848155,55580762000,85135950534
57803674000,7202571211,85135950534
57803674000,55580762000,85135950534
7202571211,55580762000,85135950534
7202848155,57803405400,85134263431
7202848155,7202571211,85134263431
7202848155,57213154189,85134263431
7202848155,57803674000,85134263431
7202848155,57803145800,85134263431
7202848155,57192440823,85134263431
7202848155,55580762000,85134263431
57803405400,7202571211,85134263431
57803405400,57213154189,85134263431
57803405400,57803674000,85134263431
57803405400,57803145800,85134263431
57803405400,57192440823,85134263431
57803405400,55580762000,85134263431
7202571211,57213154189,85134263431
7202571211,57803674000,85134263431
7202571211,57803145800,85134263431
