Source,Target,Label,Conteo
303,193,85053724272|84955122404|73849149528,3
304,193,85053724272|84955122404,2
208,274,85017457541,1
208,305,85017457541,1
208,231,85017457541,1
274,305,85017457541,1
274,231,85017457541,1
305,231,85017457541,1
305,193,85017457541,1
306,193,84990924595|84978050005,2
234,307,85005992550,1
234,308,85005992550,1
234,309,85005992550,1
307,308,85005992550,1
307,309,85005992550,1
307,193,85005992550,1
308,309,85005992550,1
308,193,85005992550,1
309,193,85005992550,1
310,311,85014646471,1
310,312,85014646471,1
310,193,85014646471,1
311,312,85014646471,1
311,193,85014646471,1
312,193,85014646471,1
313,314,84981727572,1
313,198,84981727572,1
313,315,84981727572,1
313,193,84981727572,1
313,316,84981727572,1
314,198,84981727572,1
314,315,84981727572,1
314,193,84981727572,1
314,316,84981727572,1
198,315,84981727572,1
198,316,84981727572,1
315,193,84981727572,1
315,316,84981727572,1
193,316,84981727572,1
317,318,85013443453|84944716501,2
317,193,85013443453|84944716501,2
317,305,85013443453,1
317,319,85013443453|84944716501,2
317,320,85013443453|84944716501,2
317,321,85013443453|84944716501,2
318,193,85013443453|84944716501|84873310218,3
318,305,85013443453,1
318,319,85013443453|84944716501|84873310218|84871717807,4
318,320,85013443453|84944716501,2
318,321,85013443453|84944716501,2
193,305,85013443453,1
193,319,85013443453|84871717807|84855778766|77951091850|38949166368|34547197765|4544316422,7
193,320,85013443453|84944716501,2
193,321,85013443453|84944716501,2
305,319,85013443453,1
305,320,85013443453,1
305,321,85013443453,1
319,320,85013443453|84944716501,2
319,321,85013443453|84944716501,2
320,321,85013443453|84944716501,2
322,323,85013442831,1
322,324,85013442831,1
322,325,85013442831,1
322,193,85013442831,1
322,326,85013442831,1
323,324,85013442831,1
323,325,85013442831,1
323,193,85013442831,1
323,326,85013442831,1
324,325,85013442831,1
324,193,85013442831,1
324,326,85013442831,1
325,193,85013442831|79959622720|77955658954,3
325,326,85013442831,1
193,326,85013442831,1
327,328,84971577824,1
327,329,84971577824,1
327,330,84971577824,1
327,331,84971577824,1
327,193,84971577824,1
328,329,84971577824,1
328,330,84971577824,1
328,331,84971577824,1
328,193,84971577824,1
329,330,84971577824,1
329,331,84971577824,1
329,193,84971577824,1
330,331,84971577824,1
330,193,84971577824,1
331,193,84971577824,1
332,193,84944352110|85050061727|84900031315|84872326983|84872407739,5
332,238,84944352110,1
332,333,84944352110|85050061727|84900031315|84872326983|84872407739,5
332,334,84944352110|85050061727|84872326983|84872407739,4
332,335,84944352110|84872407739,2
332,336,84944352110,1
332,337,84944352110,1
332,293,84944352110,1
193,333,84944352110|84872368229|84855778766|73149110402|52249090930|33644624108|85141722340|10044236477,8
193,334,84944352110|84923100524|84882259221|84879247742|77954590375,5
193,335,84944352110,1
193,336,84944352110,1
193,337,84944352110,1
238,333,84944352110,1
238,334,84944352110,1
238,335,84944352110,1
238,336,84944352110,1
238,337,84944352110,1
238,293,84944352110,1
333,334,84944352110|84923100524|84882259221|84879247742|84872326983|79751536771|77954590375|77951183869|72949096533|85076870788|57849167007|34547197765|33646676290|33244495483|33244482210|21644458371|15544382397|2442501375,18
333,335,84944352110|84872407739,2
333,336,84944352110,1
333,337,84944352110,1
333,293,84944352110,1
334,335,84944352110|84872407739,2
334,336,84944352110,1
334,337,84944352110,1
334,293,84944352110,1
335,336,84944352110,1
335,337,84944352110,1
335,293,84944352110,1
336,337,84944352110,1
336,293,84944352110,1
337,293,84944352110,1
317,338,84944716501,1
318,338,84944716501,1
319,193,84944716501|84873310218|77951517803,3
319,338,84944716501,1
193,338,84944716501,1
338,320,84944716501,1
338,321,84944716501,1
339,340,85082361445|84892397779,2
339,193,85082361445|84892397779,2
340,193,85082361445|84892397779,2
334,333,85050061727|84900031315|84872407739|77954235089|10044236477,5
334,193,85050061727|84900031315|84872326983|84872407739|79751536771|77954235089|77951183869|72949096533|85076870788|57849167007|34547197765|33646676290|33244495483|33244482210|21644458371|15544382397|10044236477|2442501375,18
333,193,85050061727|84923100524|84900031315|84882259221|84879247742|84872326983|84874225778|84872417754|84872407739|79751536771|77954590375|77954235089|77950312374|78650610139|77951183869|72949096533|85076870788|57849167007|55349119902|34547197765|33646676290|33244495483|33244482210|21644458371|15544382397|2442501375,26
341,333,84923100524|84879247742,2
341,193,84923100524|84879247742,2
341,342,84923100524|84879247742,2
341,334,84923100524|84882259221|84879247742,3
341,343,84923100524|84882259221|84879247742,3
333,342,84923100524|84879247742,2
333,343,84923100524|84882259221|84879247742|84872326983|77954590375,5
193,342,84923100524|84879247742,2
193,343,84923100524|84882259221|84879247742|84872326983|77954590375,5
342,334,84923100524|84879247742,2
342,343,84923100524|84879247742,2
334,343,84923100524|84882259221|84879247742|84872326983|77954590375,5
344,345,84926171804,1
344,346,84926171804,1
344,193,84926171804,1
344,347,84926171804,1
345,346,84926171804,1
345,193,84926171804,1
345,347,84926171804,1
346,193,84926171804,1
346,347,84926171804,1
193,347,84926171804,1
234,348,84907525589,1
234,349,84907525589,1
348,349,84907525589,1
348,193,84907525589,1
349,193,84907525589,1
300,350,84891822660,1
300,351,84891822660,1
350,351,84891822660,1
350,193,84891822660,1
350,303,84891822660,1
351,193,84891822660,1
351,303,84891822660,1
193,303,84891822660|84870430337|84861120374,3
352,353,84930801379,1
352,354,84930801379,1
352,293,84930801379,1
352,355,84930801379|84930391533,2
352,193,84930801379,1
353,354,84930801379,1
353,293,84930801379,1
353,355,84930801379,1
353,193,84930801379,1
354,293,84930801379,1
354,355,84930801379,1
354,193,84930801379,1
293,355,84930801379,1
293,193,84930801379,1
355,193,84930801379|84873310218,2
356,193,84930391533,1
356,357,84930391533,1
356,352,84930391533,1
356,355,84930391533,1
193,357,84930391533,1
193,352,84930391533,1
193,355,84930391533,1
357,352,84930391533,1
357,355,84930391533,1
334,332,84900031315,1
334,358,84900031315,1
332,358,84900031315|84855778766,2
358,333,84900031315|77954235089,2
358,193,84900031315|77954235089,2
359,360,84889245960,1
359,193,84889245960,1
360,193,84889245960|70749088212|69349085761,3
361,355,84873310218,1
361,318,84873310218,1
361,319,84873310218,1
361,193,84873310218,1
361,362,84873310218,1
361,363,84873310218,1
361,364,84873310218,1
355,318,84873310218,1
355,319,84873310218,1
355,362,84873310218,1
355,363,84873310218,1
355,364,84873310218,1
318,362,84873310218|84871717807,2
318,363,84873310218,1
318,364,84873310218,1
319,362,84873310218,1
319,363,84873310218,1
319,364,84873310218,1
193,362,84873310218|84871717807|80052825450,3
193,363,84873310218,1
193,364,84873310218,1
362,363,84873310218,1
362,364,84873310218,1
363,364,84873310218,1
333,341,84882259221|84872368229,2
193,341,84882259221|84872368229,2
295,193,84874537949,1
338,193,84871717807|80052825450,2
338,365,84871717807|80052825450,2
338,318,84871717807,1
338,297,84871717807,1
338,362,84871717807|80052825450,2
338,366,84871717807,1
338,367,84871717807,1
338,319,84871717807,1
193,365,84871717807|80052825450,2
193,318,84871717807,1
193,366,84871717807,1
193,367,84871717807,1
365,318,84871717807,1
365,297,84871717807,1
365,362,84871717807|80052825450,2
365,366,84871717807,1
365,367,84871717807,1
365,319,84871717807,1
318,297,84871717807,1
318,366,84871717807,1
318,367,84871717807,1
297,362,84871717807,1
297,366,84871717807,1
297,367,84871717807,1
297,319,84871717807,1
362,366,84871717807,1
362,367,84871717807,1
362,319,84871717807,1
366,367,84871717807,1
366,319,84871717807,1
367,319,84871717807,1
332,343,84872326983,1
368,193,84870430337|84861120374,2
368,303,84870430337|84861120374,2
368,300,84870430337|84861120374,2
193,300,84870430337|84861120374|73849149528,3
303,300,84870430337|84861120374|73849149528,3
369,370,84892382526,1
369,371,84892382526,1
369,372,84892382526,1
369,373,84892382526,1
369,193,84892382526,1
370,371,84892382526,1
370,372,84892382526,1
370,373,84892382526,1
370,193,84892382526,1
371,372,84892382526,1
371,373,84892382526,1
371,193,84892382526,1
372,373,84892382526,1
372,193,84892382526|84872925417|77955117984|33751520782|0036234168,5
373,193,84892382526,1
374,375,84877974641,1
374,193,84877974641,1
374,376,84877974641,1
375,193,84877974641,1
375,376,84877974641,1
193,376,84877974641,1
333,377,84874225778,1
377,193,84874225778,1
193,378,84874126389,1
379,372,84872925417,1
379,193,84872925417,1
379,380,84872925417,1
372,380,84872925417|77955117984,2
193,380,84872925417|77955117984,2
333,381,84872417754,1
193,381,84872417754,1
335,193,84872407739,1
382,283,84865685467,1
382,193,84865685467,1
383,384,84863919546|84902256942,2
383,193,84863919546|84902256942,2
383,385,84863919546|84902256942,2
383,386,84863919546|84902256942,2
383,387,84863919546|84902256942,2
383,388,84863919546|84902256942,2
383,389,84863919546|84902256942,2
384,193,84863919546|84902256942|84861119677|38949166368,4
384,385,84863919546|84902256942|84861119677,3
384,386,84863919546|84902256942|84861119677,3
384,387,84863919546|84902256942|84861119677|38949166368,4
384,388,84863919546|84902256942|84861119677,3
384,389,84863919546|84902256942|84861119677,3
193,385,84863919546|84902256942,2
193,386,84863919546|84902256942,2
193,387,84863919546|84902256942|26844575593,3
193,388,84863919546|84902256942,2
193,389,84863919546|84902256942,2
385,386,84863919546|84902256942|84861119677,3
385,387,84863919546|84902256942|84861119677|38949166368,4
385,388,84863919546|84902256942|84861119677,3
385,389,84863919546|84902256942|84861119677,3
386,387,84863919546|84902256942|84861119677,3
386,388,84863919546|84902256942|84861119677,3
386,389,84863919546|84902256942|84861119677,3
387,388,84863919546|84902256942|84861119677,3
387,389,84863919546|84902256942|84861119677,3
388,389,84863919546|84902256942|84861119677,3
390,193,84858146936|77955118948|8744269533|8744256590,4
390,293,84858146936,1
193,332,84855778766,1
193,358,84855778766,1
193,325,84855778766,1
333,332,84855778766,1
333,358,84855778766,1
333,325,84855778766,1
333,319,84855778766|34547197765,2
332,325,84855778766,1
332,319,84855778766,1
358,325,84855778766,1
358,319,84855778766,1
325,319,84855778766,1
212,391,84861141776,1
212,392,84861141776,1
212,238,84861141776,1
391,213,84861141776,1
391,392,84861141776,1
391,193,84861141776,1
391,238,84861141776,1
213,392,84861141776,1
213,238,84861141776,1
392,193,84861141776,1
392,238,84861141776,1
384,383,84861119677|38949166368,2
385,193,84861119677|38949166368,2
385,383,84861119677|38949166368,2
386,193,84861119677,1
386,383,84861119677,1
387,193,84861119677|38949166368,2
387,383,84861119677|38949166368|26844575593,3
388,193,84861119677,1
388,383,84861119677,1
389,193,84861119677,1
389,383,84861119677,1
193,383,84861119677|38949166368|26844575593,3
338,390,80052825450,1
338,393,80052825450,1
193,390,80052825450|33947730443|33947607169|33947597460|33947572928|33847140478|33644624108|8644285548|8644250609|0036170084|0036168706|0035025254|0035007474,13
193,393,80052825450,1
390,365,80052825450,1
390,393,80052825450,1
390,362,80052825450,1
365,393,80052825450,1
393,362,80052825450,1
325,394,79959622720,1
193,394,79959622720,1
333,395,79751536771|77951183869|72949096533|57849167007|33244495483,5
333,396,79751536771|77951183869|72949096533|85076870788|57849167007,5
395,396,79751536771|77951183869|85076870788,3
395,334,79751536771|77951183869|72949096533|85076870788|57849167007,5
395,193,79751536771|77951183869|72949096533|85076870788|57849167007|33244495483,6
396,334,79751536771|77951183869|72949096533|85076870788|57849167007,5
396,193,79751536771|77951183869|72949096533|85076870788|57849167007,5
193,397,78449305881|70749088212,2
193,315,78449305881|70749088212|69249235775|33947607169|33947572928|33748778475|33644624108|8644285548|8644250609|0036170954|0035007474|0034312911,12
193,360,78449305881|33947597460|33847140478|0035025254|0035007474,5
397,295,78449305881|70749088212,2
397,315,78449305881|70749088212,2
397,360,78449305881,1
295,315,78449305881|70749088212|69249235775|33947572928|33748778475|8644285548|8644250609|0035007474|0034312911,9
295,360,78449305881|0035007474,2
315,360,78449305881|0035007474,2
398,399,77955658954,1
398,400,77955658954,1
398,401,77955658954,1
398,402,77955658954,1
398,325,77955658954,1
398,193,77955658954,1
399,400,77955658954,1
399,401,77955658954,1
399,402,77955658954,1
399,325,77955658954,1
399,193,77955658954,1
400,401,77955658954,1
400,402,77955658954,1
400,325,77955658954,1
400,193,77955658954,1
401,402,77955658954,1
401,325,77955658954,1
401,193,77955658954,1
402,325,77955658954,1
402,193,77955658954,1
358,334,77954235089,1
358,403,77954235089,1
358,404,77954235089,1
334,403,77954235089,1
334,404,77954235089,1
333,403,77954235089,1
333,404,77954235089,1
403,404,77954235089,1
403,193,77954235089,1
404,193,77954235089|73849117957,2
405,406,77954171112,1
405,193,77954171112,1
405,407,77954171112,1
405,297,77954171112,1
405,408,77954171112,1
406,193,77954171112,1
406,407,77954171112,1
406,297,77954171112,1
406,408,77954171112,1
193,407,77954171112,1
193,408,77954171112,1
407,297,77954171112,1
407,408,77954171112,1
297,408,77954171112,1
409,410,77951091850,1
409,193,77951091850,1
409,319,77951091850,1
410,193,77951091850,1
410,319,77951091850,1
333,411,77950312374|78650610139,2
411,193,77950312374|73149110402|52249090930|55349119902|85141722340,5
412,413,79960066877|73849117957,2
412,193,79960066877|73849117957,2
412,414,79960066877,1
413,193,79960066877|73849117957,2
413,414,79960066877,1
193,414,79960066877,1
193,411,78650610139,1
333,415,77951183869,1
395,415,77951183869,1
396,415,77951183869,1
415,334,77951183869,1
415,193,77951183869,1
396,395,72949096533|57849167007,2
360,397,70749088212,1
360,295,70749088212,1
360,315,70749088212,1
416,417,77951517803,1
416,418,77951517803,1
416,319,77951517803,1
416,193,77951517803,1
416,419,77951517803,1
417,418,77951517803,1
417,319,77951517803,1
417,193,77951517803,1
417,419,77951517803,1
418,319,77951517803,1
418,193,77951517803,1
418,419,77951517803,1
319,419,77951517803,1
193,419,77951517803,1
420,193,73949113432|84902192496,2
420,421,73949113432,1
420,422,73949113432,1
420,423,73949113432,1
420,238,73949113432,1
193,421,73949113432,1
193,422,73949113432,1
193,423,73949113432,1
421,422,73949113432|84902192496,2
421,423,73949113432,1
421,238,73949113432|84902192496,2
422,423,73949113432,1
422,238,73949113432|84902192496,2
423,238,73949113432,1
303,424,73849149528,1
303,414,73849149528,1
424,414,73849149528,1
424,193,73849149528,1
424,300,73849149528,1
414,193,73849149528,1
414,300,73849149528,1
412,404,73849117957,1
413,404,73849117957,1
411,333,73149110402|52249090930|55349119902|85141722340,4
425,426,70549094401,1
425,193,70549094401,1
425,427,70549094401,1
425,428,70549094401,1
426,193,70549094401,1
426,427,70549094401,1
426,428,70549094401,1
193,427,70549094401,1
193,428,70549094401,1
427,428,70549094401,1
429,360,69349085761|0035025254,2
429,193,69349085761|33947730443|8744256590,3
193,430,69249235775|0036168706,2
193,429,69249235775|0036170084|0036168706|0035025254,4
295,430,69249235775,1
295,429,69249235775,1
430,429,69249235775,1
430,315,69249235775|33644624108,2
429,315,69249235775,1
193,431,61849123191,1
193,432,61849123191,1
297,431,61849123191,1
297,432,61849123191,1
431,432,61849123191,1
395,333,85076870788,1
395,433,85076870788,1
333,433,85076870788,1
433,396,85076870788,1
433,334,85076870788,1
433,193,85076870788,1
333,434,57849167007,1
333,435,57849167007,1
396,434,57849167007,1
396,435,57849167007,1
434,395,57849167007,1
434,334,57849167007,1
434,193,57849167007,1
434,435,57849167007,1
395,435,57849167007,1
334,435,57849167007,1
193,435,57849167007,1
436,437,55649104743,1
436,438,55649104743,1
436,193,55649104743,1
436,439,55649104743,1
436,440,55649104743,1
437,438,55649104743,1
437,193,55649104743,1
437,439,55649104743,1
437,440,55649104743,1
438,193,55649104743,1
438,439,55649104743,1
438,440,55649104743,1
193,439,55649104743,1
193,440,55649104743,1
439,440,55649104743,1
390,441,77955118948,1
441,193,77955118948,1
372,442,77955117984,1
372,443,77955117984,1
372,444,77955117984,1
372,445,77955117984,1
372,446,77955117984,1
442,193,77955117984,1
442,443,77955117984,1
442,380,77955117984,1
442,444,77955117984,1
442,445,77955117984,1
442,446,77955117984,1
193,443,77955117984,1
193,444,77955117984,1
193,445,77955117984,1
193,446,77955117984,1
443,380,77955117984,1
443,444,77955117984,1
443,445,77955117984,1
443,446,77955117984,1
380,444,77955117984,1
380,445,77955117984,1
380,446,77955117984,1
444,445,77955117984,1
444,446,77955117984,1
445,446,77955117984,1
447,448,43549083207,1
447,449,43549083207,1
447,193,43549083207,1
447,450,43549083207,1
447,451,43549083207,1
447,452,43549083207,1
447,453,43549083207,1
448,449,43549083207,1
448,193,43549083207,1
448,450,43549083207,1
448,451,43549083207,1
448,452,43549083207,1
448,453,43549083207,1
449,193,43549083207,1
449,450,43549083207,1
449,451,43549083207,1
449,452,43549083207,1
449,453,43549083207,1
193,450,43549083207,1
193,451,43549083207,1
193,452,43549083207,1
193,453,43549083207,1
450,451,43549083207,1
450,452,43549083207,1
450,453,43549083207,1
451,452,43549083207,1
451,453,43549083207,1
452,453,43549083207,1
454,455,38949166368,1
454,385,38949166368,1
454,384,38949166368,1
454,387,38949166368,1
454,193,38949166368,1
454,319,38949166368,1
454,456,38949166368,1
454,383,38949166368,1
455,385,38949166368,1
455,384,38949166368,1
455,387,38949166368,1
455,193,38949166368,1
455,319,38949166368,1
455,456,38949166368,1
455,383,38949166368,1
385,384,38949166368,1
385,319,38949166368,1
385,456,38949166368,1
384,319,38949166368,1
384,456,38949166368,1
387,319,38949166368,1
387,456,38949166368,1
193,456,38949166368,1
319,456,38949166368,1
319,383,38949166368,1
456,383,38949166368,1
421,420,84902192496,1
421,193,84902192496,1
422,420,84902192496,1
422,193,84902192496,1
238,420,84902192496,1
457,193,70549104209,1
333,458,34547197765|33646676290,2
333,459,34547197765|33646676290,2
333,460,34547197765|33646676290,2
458,334,34547197765,1
458,193,34547197765|33646676290,2
458,459,34547197765|33646676290,2
458,460,34547197765|33646676290,2
458,319,34547197765,1
334,459,34547197765|33646676290,2
334,460,34547197765|33646676290,2
334,319,34547197765,1
193,459,34547197765|33646676290,2
193,460,34547197765|33646676290,2
459,460,34547197765|33646676290,2
459,319,34547197765,1
460,319,34547197765,1
429,390,33947730443|8744256590|0036170084|0036168706|0035025254,5
193,461,33947607169,1
461,390,33947607169,1
461,315,33947607169,1
461,295,33947607169,1
390,315,33947607169|33644624108,2
390,295,33947607169,1
315,295,33947607169|0036170954,2
430,193,33947597460|33847140478|33644624108|8744269533,4
430,390,33947597460|33847140478|33644624108|8744269533,4
430,449,33947597460|33847140478,2
430,360,33947597460|33847140478,2
193,449,33947597460|33847140478,2
390,449,33947597460|33847140478,2
390,360,33947597460|33847140478|0035025254|0035007474,4
449,360,33947597460|33847140478,2
295,390,33947572928|8644285548|8644250609|0035007474,4
315,390,33947572928|8644285548|8644250609|0035007474,4
300,462,34147196077,1
300,463,34147196077,1
462,463,34147196077,1
462,193,34147196077,1
463,193,34147196077,1
193,455,33947587461,1
193,464,33947587461|2042517593,2
193,465,33947587461|2042517593|0142091244|0142060637,4
193,466,33947587461,1
455,464,33947587461,1
455,465,33947587461,1
455,466,33947587461,1
464,465,33947587461|2042517593|0142060637,3
464,466,33947587461,1
465,466,33947587461,1
372,467,33751520782,1
467,193,33751520782,1
333,468,33646676290,1
334,458,33646676290,1
334,468,33646676290,1
458,468,33646676290,1
193,468,33646676290,1
459,468,33646676290,1
468,460,33646676290,1
333,469,33244495483|33244482210|21644458371|15544382397|2442501375,5
333,470,33244495483|33244482210|21644458371|15544382397|2442501375,5
333,471,33244495483,1
334,469,33244495483|33244482210|21644458371|15544382397|10044236477|2442501375,6
334,470,33244495483|33244482210|21644458371|15544382397|10044236477|2442501375,6
334,471,33244495483,1
334,395,33244495483,1
469,470,33244495483|33244482210|21644458371|15544382397|2442501375,5
469,471,33244495483,1
469,395,33244495483,1
469,193,33244495483|21644458371|10044236477,3
470,471,33244495483,1
470,395,33244495483,1
470,193,33244495483|21644458371|10044236477,3
471,395,33244495483,1
471,193,33244495483,1
193,469,33244482210|15544382397|2442501375,3
193,470,33244482210|15544382397|2442501375,3
430,333,33644624108,1
390,333,33644624108,1
315,333,33644624108,1
472,473,26844575593,1
472,474,26844575593,1
472,193,26844575593,1
472,475,26844575593,1
472,387,26844575593,1
472,476,26844575593,1
472,383,26844575593,1
473,474,26844575593,1
473,193,26844575593|0142091244,2
473,475,26844575593,1
473,387,26844575593,1
473,476,26844575593,1
473,383,26844575593,1
474,193,26844575593|26844527805,2
474,475,26844575593,1
474,387,26844575593,1
474,476,26844575593,1
474,383,26844575593,1
193,475,26844575593,1
193,476,26844575593,1
475,387,26844575593,1
475,476,26844575593,1
475,383,26844575593,1
387,476,26844575593,1
476,383,26844575593,1
477,193,26844490615|4544293217,2
477,478,26844490615|4544293217,2
477,283,26844490615,1
193,478,26844490615|4544293217,2
193,283,26844490615,1
478,283,26844490615,1
479,333,21644458371,1
479,334,21644458371,1
479,469,21644458371,1
479,470,21644458371,1
479,193,21644458371,1
333,480,15544382397|2442501375,2
333,481,15544382397,1
334,480,15544382397|2442501375,2
334,481,15544382397,1
193,480,15544382397|2442501375,2
193,481,15544382397,1
469,480,15544382397|2442501375,2
469,481,15544382397,1
470,480,15544382397|2442501375,2
470,481,15544382397,1
480,481,15544382397,1
334,482,10044236477,1
334,483,10044236477,1
470,469,10044236477,1
470,333,10044236477,1
470,482,10044236477,1
470,483,10044236477,1
469,333,10044236477,1
469,482,10044236477,1
469,483,10044236477,1
193,482,10044236477,1
193,483,10044236477,1
333,482,10044236477,1
333,483,10044236477,1
482,483,10044236477,1
484,485,4544316422,1
484,193,4544316422,1
484,319,4544316422,1
484,486,4544316422,1
485,193,4544316422,1
485,319,4544316422,1
485,486,4544316422,1
193,486,4544316422,1
319,486,4544316422,1
333,487,2442501375,1
333,488,2442501375,1
333,489,2442501375,1
333,490,2442501375,1
334,487,2442501375,1
334,488,2442501375,1
334,489,2442501375,1
334,490,2442501375,1
193,487,2442501375,1
193,488,2442501375,1
193,489,2442501375,1
193,490,2442501375,1
469,487,2442501375,1
469,488,2442501375,1
469,489,2442501375,1
469,490,2442501375,1
470,487,2442501375,1
470,488,2442501375,1
470,489,2442501375,1
470,490,2442501375,1
480,487,2442501375,1
480,488,2442501375,1
480,489,2442501375,1
480,490,2442501375,1
487,488,2442501375,1
487,489,2442501375,1
487,490,2442501375,1
488,489,2442501375,1
488,490,2442501375,1
489,490,2442501375,1
193,473,2042517593,1
193,491,2042517593|0142060637,2
193,492,2042517593|0142060637,2
464,473,2042517593,1
464,491,2042517593|0142060637,2
464,492,2042517593|0142060637,2
473,491,2042517593,1
473,492,2042517593,1
473,465,2042517593|0142091244,2
491,492,2042517593|0142060637,2
491,465,2042517593|0142060637,2
492,465,2042517593|0142060637,2
193,441,8644250609,1
193,493,8644250609,1
441,295,8644250609,1
441,315,8644250609,1
441,390,8644250609,1
441,493,8644250609,1
295,493,8644250609,1
315,493,8644250609,1
390,493,8644250609,1
464,193,0142060637,1
464,494,0142060637,1
193,494,0142060637,1
491,494,0142060637,1
494,492,0142060637,1
494,465,0142060637,1
495,372,0036234168,1
495,496,0036234168,1
495,326,0036234168,1
495,193,0036234168,1
372,496,0036234168,1
372,326,0036234168,1
496,326,0036234168,1
496,193,0036234168,1
326,193,0036234168,1
193,497,0036170084,1
193,498,0036170084,1
429,497,0036170084,1
429,498,0036170084,1
390,497,0036170084,1
390,498,0036170084,1
497,498,0036170084,1
429,430,0036168706,1
390,430,0036168706,1
193,499,0035906571,1
193,500,0035906571,1
499,500,0035906571,1
